Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
7,9.0,9.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=16FDF634B3C9D214EBCCD926E154DBF2?id=2007BRU/JOD194-200:15,1.0,4.71,15,-186078,CBr3OCl,,,[None],[None],,200,1.0
9,20.0,20.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B4C90F1AE0B1515C9EEE9F960B6BA95?id=2003TOK/LIN11397-11408:9,1.0,2.47,13,-13012,[None],,,[None],,,250,1.0
10,26.0,26.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2DD72D82107BC626A6F2C75CC47AC69?id=2002PAR/NEL313-319:2,1.0,4.4,15,-81149,Al(CH3)Al(CH3)2,,,Al(CH3)3,[None],,296,1.0
18,41.0,39.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=17297ACE3445329B1B858AEB17B2DDF0?id=2003DRO/KOS297-304:1,1.0,5.31,-12,-4141,CH3CHBrO(.),,,CH3CHO,[None],,250,1.0
19,46.0,44.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A1FA58A50BA6AA7852B9498F9F9FAD7D?id=2003TOK/LIN11397-11408:15,1.0,1.16,12,-129118,[None],,,[None],,,250,1.0
20,47.0,45.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FEA923D385045080F0F7D30240D6555F?id=2003TOK/LIN11397-11408:11,1.0,1.27,13,-74517,[None],,,[None],,,250,1.0
28,58.0,52.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D5F83D147DB9EFCC9EE2B88E541FF793?id=2013DAV/SAR7670-7685:47,1.0,1.84,9,-225099,['C(CC#CC)=O'],,,['CC=1OC=CC1'],,,300,1.0
29,60.0,54.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9033E0D3BFAC12AB138D5B98D6712723?id=2001LIN/MAU409-432:8,1.0,1,10,,C6H4(C2H)C2H2(.),,,[None],,,900,1.0
35,67.0,60.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9014924BB4EA593E1BA6BDB9ECC2BDF6?id=1994MAR/ASC585-590:3,1.0,3.31,12,-162964,CH2=CHCH2NHSC(CH3)3,,,[None],['C=C(C)C'],,583,1.0
39,74.0,67.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=90267CACBC8721864BE41A14309BC176?id=1991YAR/PEN7330-7337:5,1.0,2.1,-1,,ClCH=CHOO(.),,,(CHO)2,[None],,"296
 
K",1.0
42,81.0,74.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F68B6589D64CD6EBC745B05F1AC91FAF?id=1993DEV/ZAS185-189:3,2.0,3.06,-2,-167952,CH3CH2Te,,,(.)C2H5,[None],,900,2.0
43,82.0,74.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F68B6589D64CD6EBC745B05F1AC91FAF?id=1993DEV/ZAS185-189:2,1.0,8,14,-167952,CH3CH2Te,,,(.)C2H5,[None],,900,1.0
44,83.0,75.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DA1D910BBB45041970C18B9612265E8?id=1995RUS/DAV3717-3723:4,1.0,3.16,14,-149660,[None],[None],,[None],[None],,523,1.0
45,84.0,76.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=927015A115DA55D1E3452C9C18A930F3?id=1995ZAC/TSA5308-5318:34,1.0,3.07,20,-191233,['O1[Si]O[Si]O[Si]O[Si]1'],,,SiO,[None],,1000,1.0
46,85.0,77.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F0A7DA635E3FD6501BEADFABD8E2E50C?id=2013DAM/WAN307-314:4,1.0,6.87,13,-189911,[None],,,[None],,,298,1.0
49,90.0,81.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AD87783E4A6D7F90E6EA13A0CFA8D92D?id=2010SIN/MIS57-64:2,1.0,1.1,8,,CF3CCl2O(.),,,CF3COCl,[None],,"298
 
K",1.0
51,92.0,83.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=947DAE348DFF01A3767D3E25CDC04F18?id=2009SIN/MIS1096-1101:2,1.0,4.6,5,,CF3CFClO(.),,,CF3COF,[None],,"298
 
K",1.0
61,104.0,92.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7BEFB15370874746FA3FF809DC5AE5B6?id=1962TAY/SMI4817-4824:24,1.0,8.34,12,-187076,['C(C)(=O)OC(C1=CC(=CC=C1)F)C'],,,CH3C(O)OH,['C(=C)C1=CC(=CC=C1)F'],,599,1.0
93,146.0,111.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4BC87D5D58BF2B3C9E8C9275BFA28AB8?id=2003CAV/GUP2818-2827:1,1.0,1.5,14,-112245,[None],,,CH2=CHSi(CH3)3,[None],,423,1.0
94,147.0,111.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4BC87D5D58BF2B3C9E8C9275BFA28AB8?id=2003CAV/GUP2818-2827:2,1.0,4.8,18,-139683,[None],,,CH2=CHSi(CH3)3,[None],,423,1.0
95,148.0,111.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4BC87D5D58BF2B3C9E8C9275BFA28AB8?id=2003CAV/GUP2818-2827:3,1.0,2.9,16,-139683,[None],,,CH2=CHSi(CH3)3,[None],,423,1.0
98,153.0,116.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0954413FEEEBE3A89717DB4EEE0141CF?id=1992HOP/WAC711-721:3,1.0,3.16,10,-149660,CH2=C=CHCH(CH3)CH=CH2,,,[None],['CC1=CCC(C1)=C'],,493,1.0
99,154.0,117.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A274B1B27949BC30C729230B3CF012FA?id=1991MAR/ASC579-585:4,1.0,6.31,10,-144672,[None],,,['C=C(C)C'],['FC1=CC=C(C=C1)SS'],,673,1.0
100,155.0,118.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7AAFFDE9EEACD75DD20966A4DC4B2C57?id=1991MAR/ASC579-585:3,1.0,2.88,-13,-184581,[None],,,['C=C(C)C'],['[N+](=O)([O-])C1=CC=C(C=C1)SS'],,693,1.0
101,157.0,120.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C1CC93C24CF4443CC51AA970DF6F1357?id=1996GAJ/OLS299-306:2,1.0,1.43,-5,,[None],,,[None],,,"563
 
K",1.0
113,186.0,135.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=952A45CEF6C3BE98CBBB901DF2009BE6?id=1991ROT/RUH2047-2051:2,1.0,2.95,10,-27188,[None],,,[None],,,423,1.0
120,196.0,142.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87B227B28103C5CCC4024F8E305E9366?id=1991MCG/DEM939-945:2,1.0,5.89,13,-188739,[None],,,['C(C)OC1CCCC1'],,,547,1.0
121,197.0,143.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3AC666B562673649C7317C233B848694?id=2004CAV/FAS705-720:3,1.0,6.4,11,-74894,[None],,,[None],,,500,1.0
122,198.0,144.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=71977AEB53520EFE2A8FDD3ED299B1F3?id=2004CAV/FAS705-720:5,1.0,1.1,12,-94140,[None],,,[None],,,500,1.0
137,214.0,158.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0C6705912919C26C94645A7D868E3BC9?id=1999FIS/EIS35-40:2,1.0,2,9,-139200,CH3In,,,(.)CH3,[None],,273,1.0
138,215.0,158.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0C6705912919C26C94645A7D868E3BC9?id=1964JAC/PRI1198-1205:2,1.0,8.13,10,-162132,CH3In,,,(.)CH3,[None],,550,1.0
145,222.0,163.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D35467B2E7A80157E34E1EFBC956A635?id=2003TOK/LIN11397-11408:7,1.0,4.61,11,-109914,2-(.)C6H4C2H3,,,[None],,,250,1.0
146,223.0,164.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=47D6F58E7D6D30F3D0484D102B9DDF5D?id=1990ALA/ALB2903-2910:7,1.0,1.02,12,-153818,['CC(C)(C)OC(=O)C1=COC=C1'],,,['C=C(C)C'],['O1C=C(C=C1)C(=O)O'],,561,1.0
147,224.0,165.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2434F0E366696B14FF3336649A220BB?id=1990ALA/ALB2903-2910:6,1.0,1.02,12,-152986,['CC(C)(C)OC(=O)C1=CSC=C1'],,,['S1C=C(C=C1)C(=O)O'],['C=C(C)C'],,560,1.0
148,225.0,166.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8F9D66ED740051FEE747365E859D221B?id=1990ALA/ALB2911-2916:7,1.0,5.75,13,-194559,['CC(C)OC(=O)C1=COC=C1'],,,CH3CH=CH2,['O1C=C(C=C1)C(=O)O'],,643,1.0
163,241.0,173.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8A697BF88F24E402C37DC5BB344D9BA?id=1989GAJ/SQU6717-6728:15,1.0,4.63,-6,,['CC(C(=C)[C@H]1[C@@H](C1)C)(C)C'],,,['CC(C)(C)C1=CC[C@H](C1)C'],,,"553
 
K",1.0
164,242.0,173.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B8A697BF88F24E402C37DC5BB344D9BA?id=1989GAJ/SQU6717-6728:16,1.0,5,-1,,['CC(C(=C)[C@H]1[C@@H](C1)C)(C)C'],,,['CC(C)(C)C1=CC[C@H](C1)C'],,,"553
 
K",1.0
167,247.0,178.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=036006660F1CA3AD1F7A1050A87B0EC4?id=1989GAJ/SQU6717-6728:12,1.0,2.1,-7,,[None],,,['CC1C(C=CC1)([2H])[2H]'],,,"553
 
K",1.0
169,250.0,181.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=78FB7E97E3ED1AF5CAFA5D6296FBAD8E?id=1989GAJ/SQU6717-6728:9,1.0,3.88,-6,,['CC(C(=C([2H])[2H])[C@H]1[C@@H](C1)C([2H])([2H])[2H])(C)C'],,,['CC(C)(C)C1=CCC(C1([2H])[2H])C([2H])([2H])[2H]'],,,"553
 
K",1.0
171,253.0,184.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6E7AD3D2E8A0B5F8F48DA0D6FDE939A8?id=1989GAJ/SQU6717-6728:6,1.0,4.28,-6,,[None],,,[None],,,"553
 
K",1.0
180,264.0,192.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=074A0CBAA40C95C76525BF75DF059DB5?id=1989BET/CLA1292-1299:4,1.0,2,11,-172941,['C[Si]1(CC(=C(C1)C)C)C(C=C)C'],,,['C(\\C=C/C)[Si]1(CC(=C(C1)C)C)C'],,,704,1.0
181,265.0,193.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=771F257782FEB72EAA740CE659B54551?id=1989BET/CLA1292-1299:3,1.0,3.98,11,-176267,['C[Si]1(CC(=C(C1)C)C)C(C=C)C'],,,['C(\\C=C\\C)[Si]1(CC(=C(C1)C)C)C'],,,704,1.0
188,281.0,202.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA0474E9017259EC225C298A2D5AD01A?id=2004CAV/FAS705-720:4,1.0,8.3,11,-70291,[None],,,[None],,,500,1.0
189,282.0,203.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F641DF4017968181B0932F63075FD6C5?id=2004CAV/FAS705-720:7,1.0,1.4,13,-126357,[None],,,[None],,,500,1.0
190,283.0,204.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EFBE9D292EC02EF4A0473BE953010020?id=1990CIA/RAG8204-8206:1,1.0,1.34,-4,,[None],,,[None],,,"696
 
K",1.0
191,284.0,204.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EFBE9D292EC02EF4A0473BE953010020?id=1990CIA/RAG8204-8206:2,1.0,5.4,-2,,[None],,,[None],,,"696
 
K",1.0
202,305.0,211.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6A9BE91624CFBFDB0C9692A211667FA9?id=1989CON/NAM168-175:8,1.0,1.3,-4,,['C[Si]1([C@H]([C@H](C1)C)C)C'],,,['C[Si]1([C@H]([C@@H](C1)C)C)C'],,,"671
 
K",1.0
205,309.0,215.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2480E4410BA70E15E879DFBD48F292D2?id=1989CON/NAM168-175:4,1.0,2.4,-5,,['C[Si]1([C@H]([C@@H](C1)C)C)C'],,,['C[Si]1([C@H]([C@H](C1)C)C)C'],,,"671
 
K",1.0
257,369.0,255.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5049D55589D90E7B5EF69D43A1CA132?id=1999WAN/HOU5075-5079:2,1.0,1.6,13,,CHClFO(.),,,HFCO,[None],,"298
 
K",1.0
258,370.0,255.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E5049D55589D90E7B5EF69D43A1CA132?id=1996BHA/CAR651-656:2,1.0,3,3,,CHClFO(.),,,HFCO,[None],,"299
 
K",1.0
278,395.0,275.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01823E8CD75E5E4337FB4A673ED11D95?id=1990ALA/ALB2911-2916:4,1.0,1.58,13,-186244,['CC(C)OC(=O)C=1SC=CC1'],,,CH3CH=CH2,['S1C(=CC=C1)C(=O)O'],,635,1.0
282,401.0,280.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A3A2A1EE723289243CC57DF359C76108?id=1987DIC/NAR2596:3,1.0,7.94,11,-43900,C2H5CH(CH3)SiH,,,['CC1[SiH2]C1C'],,,643,1.0
283,403.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=2001ATK/BAU1-56:544,1.0,4,13,-38247,CCl3O,,,COCl2,[None],,220,1.0
284,404.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=1997ATK/BAU521-1011:458,1.0,4,13,-38247,CCl3O,,,COCl2,[None],,220,1.0
285,405.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=1992ATK/BAU1125-1568:445,1.0,4,13,-38247,CCl3O,,,COCl2,[None],,220,1.0
286,406.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=1989ATK/BAU881-1097:356,1.0,1,5,,CCl3O,,,COCl2,[None],,"233
 
K",1.0
287,407.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=1987LES/DOG1:3,1.0,1,5,,CCl3O,,,COCl2,[None],,"233
 
K",1.0
288,408.0,282.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F30536F0D2243D16D1CB002384E97C8?id=1987LES/DOG1:4,1.0,1,16,,CCl3O,,,COCl2,[None],,"233
 
K",1.0
290,410.0,284.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=60DB1BDFEAAD869B84D41E35F2955A7D?id=1987CHI/FRE365:4,1.0,3.39,12,-185413,['C(=C)C1C(CC1)(C)C'],,,['CC1(CC=CCC1)C'],,,536,1.0
292,412.0,286.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22C4FEE245D0D7D5759026668548499B?id=1987CHI/FRE365:2,1.0,1.22,15,-199547,['C(=C)C1C(CC1)(C)C'],,,['C=CC=C'],['C=C(C)C'],,536,1.0
294,415.0,289.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE72F6D4C28F630905AA6D67B6EE9EA3?id=1997HUA/HAN205-210:2,1.0,6.24,15,-124717,CH=CHCH=CHC#CH,,,[None],,,1500,1.0
295,416.0,289.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=EE72F6D4C28F630905AA6D67B6EE9EA3?id=1987DEW/GAR4456:1,1.0,1.66,11,-68428,CH=CHCH=CHC#CH,,,[None],,,1500,1.0
298,419.0,292.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7651349AC90F8940DB450083429E0558?id=1986ALA/TAY1585:4,1.0,2.7,13,-169615,['CC(C)(OC1=NC=CC=N1)C'],,,['C=C(C)C'],['N1C(N=CC=C1)=O'],,587,1.0
313,434.0,304.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A337D5D2828A2426C98D711A5134DD1C?id=1986VAN/BOO537:12,1.0,1.05,15,-247771,[None],,,(CH3)2CHCH=CH2,['C1=CC=CCC1'],,591,1.0
314,435.0,305.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F217EE263F5B0A709032B48B9517CD7?id=1986VAN/BOO537:11,1.0,6.76,14,-246940,[None],,,C2H4,['CC(C)C1C=CC=CC1'],,591,1.0
315,436.0,306.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=98EE3FF3126D752DE88A71C68771717F?id=1986VAN/BOO537:10,1.0,1.29,15,-246940,[None],,,1-C4H8,['C1=CC=CCC1'],,591,1.0
316,437.0,307.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5756791ABB17619B92E469A0C82D76BA?id=1986VAN/BOO537:9,1.0,2.88,15,-250266,[None],,,C2H4,[None],,591,1.0
317,438.0,308.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FF34DA1E04F20FBE3360B9DDC08E256?id=1986VAN/BOO537:8,1.0,1.66,15,-244445,[None],,,1-C4H8,['C1=CC=CCC1'],,567,1.0
318,439.0,309.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=23CCD1DC8226FE5D2590D53DD62F53F8?id=1986VAN/BOO537:7,1.0,8.71,14,-241120,[None],,,C2H4,[None],,567,1.0
320,441.0,311.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=794517217D9498CA96650ECDBFFAB949?id=1986VAN/BOO537:6,1.0,1.1,15,-240288,[None],,,(CH3)2CHCH=CH2,['C1=CC=CCC1'],,567,1.0
321,442.0,312.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=95C03374B8623512F1D55B75B58A17FF?id=1986VAN/BOO537:5,1.0,1.35,15,-241951,[None],,,C2H4,['CC(C)C1C=CC=CC1'],,567,1.0
325,446.0,316.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31E34DA855A547E41A4D8D6DC23AD418?id=1991MAR/ASC579-585:2,1.0,2.75,14,-196222,[None],,,['C=C(C)C'],['ClC1=CC=C(C=C1)SS'],,663,1.0
328,450.0,320.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=813CD4298E10E8AF1108C0A74F9FE5C4?id=1987DOL/KOR219:14,1.0,2,12,-163795,(E)-CF3CF=CFCF=CF2,,,['FC1=C(C(C1(C(F)(F)F)F)(F)F)F'],,,492,1.0
331,453.0,323.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F96AD9506104C81D3F07113E5E2D0CC2?id=1987DOL/KOR219:11,1.0,1.58,11,-118897,(Z)-CF3CF=CFCF=CF2,,,['FC1=C(C(C1(C(F)(F)F)F)(F)F)F'],,,404,1.0
332,454.0,324.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7BF78A5264831CA53570219B5024A93A?id=1987DOL/KOR219:10,1.0,7.94,11,-175435,"(E,E)-(C2F5CF=CF)2",,,[None],,,565,1.0
335,457.0,327.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3BFAE7A9F1AABF79DD21EB36372CDBD1?id=1987DOL/KOR219:7,1.0,1.26,10,-98111,"(Z,Z)-(C2F5CF=CF)2",,,[None],,,342,1.0
341,463.0,330.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9F26CF3C86FF53397E39FB8307C2006B?id=2007BRU/JOD194-200:16,1.0,3.21,15,-169948,CBr3OBr,,,[None],[None],,200,1.0
342,464.0,331.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9397151E6F4F96F7EA718CD3AE68F35B?id=1962TAY/SMI4817-4824:23,1.0,6.98,12,-184581,['C(C)(=O)OC(C1=CC=C(C=C1)I)C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)I'],,603,1.0
348,473.0,338.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69BD07CEB115D8F52891F10734E3877C?id=1992HEI/WAR8403-8409:9,2.0,5.99,-14,,(CH3)2CHCH(CH3)CH2OO(.),(CH3)2CHCH(CH3)CH2OO(.),,['CC(C=O)C(C)C'],O2,['CC(CO)C(C)C'],"297
 
K",2.0
349,474.0,338.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69BD07CEB115D8F52891F10734E3877C?id=1992HEI/WAR8403-8409:10,2.0,5.6,-1,,(CH3)2CHCH(CH3)CH2OO(.),(CH3)2CHCH(CH3)CH2OO(.),,['CC(C=O)C(C)C'],O2,['CC(CO)C(C)C'],"297
 
K",2.0
352,477.0,341.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8643910E6A329F7936FCE33D9301877A?id=1989BET/CLA1292-1299:2,1.0,1,11,-178761,['C[Si]1(CC(=C(C1)C)C)CC=C'],,,CH3CH=CH2,['C[SiH]1C=C(C(=C1)C)C'],,725,1.0
356,482.0,344.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E2E7A1D4BCE6195EBE4BCA5FEBB12CA8?id=1989BAR/BAS499-517:12,2.0,5.83,1,-16463,BrCH=CH,,,C2H2,[None],,293,2.0
357,486.0,348.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03C245A0602D00E9ADA36C7A0A9D7339?id=2008FIK/MAK6330-6337:1,2.0,3.89,-13,-193977,CH3Ga,,,(.)CH3,[None],,1210,2.0
358,487.0,349.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=33AD27534003E8061D840039BAAB1B70?id=1995CHU/MAR657-661:2,1.0,8.91,12,-175435,CH2=CHCH2CH2OSO2CH3,,,HOSO2CH3,['C=CC=C'],,563,1.0
363,495.0,357.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ADEB23A5895675FDB4A1854B0F9D9F89?id=1966BAL2953-2955:1,1.0,1.2,1,,[None],,,H2,['C1=CC=CC1[2H]'],,"323
 
K",1.0
370,510.0,371.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CAB73C4EDCD96BFA3D59671F06521F0A?id=1988PER/PHA217:1,1.0,3,-1,,['ClCCN1N=CC=C1'],,,CH2=CHCl,['N1N=CC=C1'],,873,1.0
375,515.0,375.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A90B5BDCBDA9F643AC757B8827EBC1CF?id=2004SAE/REY426-444:130,1.0,,,-100000,(CH3)3CCH2CH2(.),,,C2H4,[None],,"298
 
K",1.0
376,516.0,376.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9D245F588DD450964C0E82719F60416?id=2015WAN/VIL7205-7221:52,1.0,9.21,9,-69036,(CH3)3CCH2CH2(.),,,[None],,,500,1.0
383,523.0,380.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC09E9500C51F974C9FCAF766C3BED1C?id=1984DAV/SCA249:22,1.0,3.98,12,-144672,(CH3)3SiCH2Si(H):,,,[None],,,760,1.0
384,524.0,381.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB93C5BF5E39833B86B6327A6A9679EA?id=1984DAV/SCA249:21,1.0,3.16,13,-136357,(CH3)3SiCH2Si(H):,,,[None],,,760,1.0
385,525.0,382.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9434C8F370D7423ECB74C58FAF7BC7E?id=1984DAV/SCA249:20,1.0,3.98,12,-94785,(CH3)2SiHCH2Si(CH3):,,,[None],,,760,1.0
386,526.0,383.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B6E2696A3240A73E89EF9DFF210ED09A?id=1984DAV/SCA249:19,1.0,3.16,13,-136357,(CH3)2SiHCH2Si(CH3):,,,[None],,,760,1.0
387,527.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1997ATK/BAU521-1011:457,1.0,3,13,-43651,CFCl2O,,,COClF,[None],,220,1.0
388,528.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1992ATK/BAU1125-1568:444,1.0,3,13,-43651,CFCl2O,,,COClF,[None],,220,1.0
389,529.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1989ATK/BAU881-1097:355,1.0,3,4,,CFCl2O,,,COClF,[None],,"253
 
K",1.0
390,530.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1992WU/CAR1743-1748:2,1.0,2.47,5,-1796,CFCl2O,,,COClF,[None],,238,1.0
391,531.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1987LES/DOG1:1,1.0,3,4,,CFCl2O,,,COClF,[None],,"253
 
K",1.0
392,532.0,384.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1987LES/DOG1:2,1.0,3,15,,CFCl2O,,,COClF,[None],,"253
 
K",1.0
393,533.0,385.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E301419D5BCA6364FE7B07CAAEADF512?id=1991CHE/BYK143-146:4,1.0,1.31,-2,,['Cl[Si]1(CC(=C(C1)C)C)Cl'],,,CH3CH=CHCH=CHCH3,[None],,"823
 
K",1.0
399,540.0,392.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2BDE8BC21C225299964FFD81D9E88FC?id=1996LAY/BOZ6543-6554:7,2.0,2.08,-10,-78655,[None],,,[None],,,200,2.0
406,549.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:8,2.0,2.9,-3,-119670,CCl2=CCl,,,ClC#CCl,[None],,569,2.0
407,550.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:7,2.0,3.15,-3,-120535,CCl2=CCl,,,ClC#CCl,[None],,569,2.0
408,551.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:4,1.0,1.36,10,-94577,CCl2=CCl,,,ClC#CCl,[None],,575,1.0
409,552.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:5,1.0,1.81,10,-93089,CCl2=CCl,,,ClC#CCl,[None],,569,1.0
410,553.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:2,1.0,5.37,9,-95650,CCl2=CCl,,,ClC#CCl,[None],,609,1.0
411,554.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:1,1.0,7.1,13,-113285,CCl2=CCl,,,ClC#CCl,[None],,569,1.0
412,555.0,399.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FBB51FE4FFAF9E4F03E477F91BE034CD?id=2003BRY/KOS6574-6579:6,1.0,7.03,9,-89846,CCl2=CCl,,,ClC#CCl,[None],,609,1.0
