Unnamed: 0,RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
1955,2602.0,1729.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03E8EB2EEA33E7036D1BB5DD2F9E5B6E?id=1948WAR/FUG1314-1319:1,1.0,6.22,12,-163795,C2H5C(O)OC(CH3)3,,,C2H5COOH,['C=C(C)C'],,513,1.0
1956,2603.0,1730.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E1FE09D64E1ECE0D80D1AFD0AC8AE383?id=1998SWI/CAR1542-1549:17,1.0,1.26,13,-206199,SiHCl2SiH2Cl,,,SiH3Cl,[None],,800,1.0
1961,2608.0,1735.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D58C181246C4EFCF7D354967929B954A?id=1998SWI/CAR1542-1549:15,1.0,2,13,-225322,H3Si-SiHCl2,,,SiH4,[None],,800,1.0
1966,2617.0,1742.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F95F3AB8689B9A54CB5340A95F760A63?id=1975FRE/MAR204:1,1.0,1.66,14,-127211,[None],,,['C1=CC=CC=CC=C1'],,,363,1.0
1967,2618.0,1742.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F95F3AB8689B9A54CB5340A95F760A63?id=1975FRE/MAR204:2,1.0,1.02,14,-136357,[None],,,['C1=CC=CC=CC=C1'],,,385,1.0
1968,2619.0,1742.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F95F3AB8689B9A54CB5340A95F760A63?id=1974CAS/DEW7581:2,1.0,1.51,14,-135526,[None],,,['C1=CC=CC=CC=C1'],,,365,1.0
1969,2620.0,1743.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC6EDC8E9ED5DDBC8C6E7B8A7FAAAC7B?id=1974CAS/DEW7581:1,1.0,2.29,13,-120560,[None],,,['C1=CC=CC=CC=C1'],,,365,1.0
1970,2621.0,1744.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F0064BA5EEA84263F0D5C654970BB41E?id=1972TIN/KOO3:26,1.0,1.58,13,-183750,['C(C)(=O)O[C@H]1[C@@H](CCCC1)C(C)(C)C'],,,CH3C(O)OH,['CC(C)(C)C1C=CCCC1'],,588,1.0
1971,2622.0,1745.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=487015AB76D872F06959943838E026A3?id=1972TIN/KOO3:25,1.0,4.73,13,-183750,['C(C)(=O)O[C@H]1[C@@H](CCCC1)C(C)(C)C'],,,CH3C(O)OH,['CC(C)(C)C1=CCCCC1'],,588,1.0
1972,2623.0,1746.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E1AD271F27A97727DFBBC53C3A6F30DE?id=1972TIN/KOO3:24,1.0,1.26,13,-197053,['C(C)(=O)O[C@H]1[C@H](CCCC1)C(C)(C)C'],,,CH3C(O)OH,['CC(C)(C)C1C=CCCC1'],,618,1.0
1974,2633.0,1754.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=101FF3A1001C58AC3B76D88917202BAA?id=1990CHU/DOM3341-3343:1,1.0,1.55,12,-167121,['C1(=CC=CC=C1)CCOS(=O)(=O)C'],,,HOSO2CH3,['C=CC1=CC=CC=C1'],,553,1.0
2007,2677.0,1780.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA6FFA0977D241D3C47D9B0091AD29E2?id=1964ELL/FRE900-902:1,1.0,1.2,15,-241,['C(C)[C@H]1[C@H](C1)C'],,,['C(C)[C@H]1[C@@H](C1)C'],,,670,1.0
2009,2679.0,1782.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=64147F6FE24E71037FE6CD3CA8006ED2?id=1969SMI/LUM2090-2095:38,1.0,3.3,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC(=CC=C1)[N+](=O)[O-])C'],,,['C(C1=CC=CC=C1)(=O)O'],['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],,"647
 
K",1.0
2010,2680.0,1783.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=616F4BD74B5FCBEE1AF07A3E0C30DD4D?id=1969SMI/LUM2090-2095:37,1.0,3.2,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC=C(C=C1)[N+](=O)[O-])C'],,,['C(C1=CC=CC=C1)(=O)O'],['C(=C)C1=CC=C(C=C1)[N+](=O)[O-]'],,"647
 
K",1.0
2011,2681.0,1784.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F12BD563D4D5EA22E78C6909CCA26D0?id=1969SMI/LUM2090-2095:36,1.0,5.4,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC(=CC=C1)Cl)C'],,,['C(C1=CC=CC=C1)(=O)O'],['ClC1=CC(=CC=C1)C=C'],,"647
 
K",1.0
2012,2682.0,1785.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2A7F012DC685D57E0F77C10FDC926F21?id=1969SMI/LUM2090-2095:35,1.0,5,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=C(C=CC=C1)Cl)C'],,,['C(C1=CC=CC=C1)(=O)O'],['ClC1=C(C=C)C=CC=C1'],,"647
 
K",1.0
2013,2683.0,1786.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A8A015AAEE209967C0A2B8312CCE37B8?id=1969SMI/LUM2090-2095:34,1.0,8.09,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC=C(C=C1)Cl)C'],,,['C(C1=CC=CC=C1)(=O)O'],['ClC1=CC=C(C=C1)C=C'],,"647
 
K",1.0
2014,2684.0,1787.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=85CC4DBE6CE3558192EB06CCFEAB5EC4?id=1969SMI/LUM2090-2095:33,1.0,5.6,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC(=CC=C1)Br)C'],,,['C(C1=CC=CC=C1)(=O)O'],['BrC1=CC(=CC=C1)C=C'],,"647
 
K",1.0
2015,2686.0,1789.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CDF54482EA4D34D26D5DA8A99CC7FE9?id=1969SMI/LUM2090-2095:31,1.0,7.91,-1,,['C(C1=CC=CC=C1)(=O)OC(C1=CC=C(C=C1)Br)C'],,,['C(C1=CC=CC=C1)(=O)O'],['BrC1=CC=C(C=C1)C=C'],,"647
 
K",1.0
2017,2692.0,1795.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D3A7EBCC9162E10A2DDBFB6A947BC582?id=1978AMI/TAY1095:7,1.0,3.39,12,-176267,['C(C)(=O)OC(C1=CC=C(C=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC=C(C=C1)C=C'],,618,1.0
2018,2693.0,1795.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D3A7EBCC9162E10A2DDBFB6A947BC582?id=1965SMI/YAT434-438:29,1.0,7.24,-3,,['C(C)(=O)OC(C1=CC=C(C=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC=C(C=C1)C=C'],,"642
 
K",1.0
2019,2694.0,1795.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D3A7EBCC9162E10A2DDBFB6A947BC582?id=1962TAY/SMI4817-4824:16,1.0,4.25,12,-182087,['C(C)(=O)OC(C1=CC=C(C=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC=C(C=C1)C=C'],,585,1.0
2020,2695.0,1795.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D3A7EBCC9162E10A2DDBFB6A947BC582?id=1969SMI/LUM2090-2095:25,1.0,8.49,-1,,['C(C)(=O)OC(C1=CC=C(C=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC=C(C=C1)C=C'],,"647
 
K",1.0
2021,2696.0,1796.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DBE8EE132646F35B34558697BDEB76AF?id=1978AMI/TAY1095:6,1.0,1.41,12,-167952,['C(C)(=O)OC(C1=CC=C(C=C1)C)C'],,,CH3C(O)OH,['CC1=CC=C(C=C)C=C1'],,618,1.0
2022,2697.0,1796.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DBE8EE132646F35B34558697BDEB76AF?id=1965SMI/YAT434-438:28,1.0,1.26,-2,,['C(C)(=O)OC(C1=CC=C(C=C1)C)C'],,,CH3C(O)OH,['CC1=CC=C(C=C)C=C1'],,"642
 
K",1.0
2023,2698.0,1796.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DBE8EE132646F35B34558697BDEB76AF?id=1962TAY/SMI4817-4824:15,1.0,7.06,12,-181255,['C(C)(=O)OC(C1=CC=C(C=C1)C)C'],,,CH3C(O)OH,['CC1=CC=C(C=C)C=C1'],,585,1.0
2024,2700.0,1797.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF3CBE50B364597879C103C6A7DFA66E?id=1965SMI/YAT434-438:27,1.0,1.53,-2,,['C(C)(=O)OC(C1=C(C=CC=C1)OC)C'],,,CH3C(O)OH,['C(=C)C1=C(C=CC=C1)OC'],,"642
 
K",1.0
2025,2701.0,1797.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF3CBE50B364597879C103C6A7DFA66E?id=1962TAY/SMI4817-4824:14,1.0,1.47,13,-184581,['C(C)(=O)OC(C1=C(C=CC=C1)OC)C'],,,CH3C(O)OH,['C(=C)C1=C(C=CC=C1)OC'],,581,1.0
2028,2706.0,1801.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D86640FAC17A24CAFC93782967547A03?id=1978AMI/TAY1095:5,1.0,1.29,12,-176267,['C(C)(=O)OC(C1=CC(=CC=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],,618,1.0
2029,2707.0,1801.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D86640FAC17A24CAFC93782967547A03?id=1965SMI/YAT434-438:26,1.0,3.33,-3,,['C(C)(=O)OC(C1=CC(=CC=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],,"642
 
K",1.0
2030,2708.0,1801.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D86640FAC17A24CAFC93782967547A03?id=1962TAY/SMI4817-4824:13,1.0,4.55,12,-186244,['C(C)(=O)OC(C1=CC(=CC=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],,601,1.0
2031,2709.0,1801.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D86640FAC17A24CAFC93782967547A03?id=1969SMI/LUM2090-2095:19,1.0,3.4,-1,,['C(C)(=O)OC(C1=CC(=CC=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC(=CC=C1)[N+](=O)[O-]'],,"647
 
K",1.0
2032,2710.0,1802.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0BB1A967DC4743794B9724D4BB7AB477?id=1978AMI/TAY1095:4,1.0,1.62,12,-177930,['C(C)(=O)OC(C1=CC=C(C=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)[N+](=O)[O-]'],,618,1.0
2033,2711.0,1802.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0BB1A967DC4743794B9724D4BB7AB477?id=1969SMI/LUM2090-2095:18,1.0,3,-1,,['C(C)(=O)OC(C1=CC=C(C=C1)[N+](=O)[O-])C'],,,CH3C(O)OH,['C(=C)C1=CC=C(C=C1)[N+](=O)[O-]'],,"647
 
K",1.0
2034,2712.0,1803.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CFE5662B5F9313DC6FE5FD705890BECE?id=1965SMI/YAT434-438:25,1.0,4.92,-3,,['C(C)(=O)OC(C1=CC(=CC=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC(=CC=C1)C=C'],,"642
 
K",1.0
2035,2713.0,1803.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CFE5662B5F9313DC6FE5FD705890BECE?id=1962TAY/SMI4817-4824:12,1.0,5.86,12,-185413,['C(C)(=O)OC(C1=CC(=CC=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC(=CC=C1)C=C'],,603,1.0
2036,2714.0,1803.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CFE5662B5F9313DC6FE5FD705890BECE?id=1969SMI/LUM2090-2095:17,1.0,5.79,-1,,['C(C)(=O)OC(C1=CC(=CC=C1)Cl)C'],,,CH3C(O)OH,['ClC1=CC(=CC=C1)C=C'],,"647
 
K",1.0
2037,2715.0,1804.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD8FE025E54F04F77E9825A23B97D0D7?id=1965SMI/YAT434-438:24,1.0,6.64,-3,,['C(C)(=O)OC(C1=CC=C(C=C1)Br)C'],,,CH3C(O)OH,['BrC1=CC=C(C=C1)C=C'],,"642
 
K",1.0
2038,2716.0,1804.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD8FE025E54F04F77E9825A23B97D0D7?id=1962TAY/SMI4817-4824:11,1.0,2.7,12,-179593,['C(C)(=O)OC(C1=CC=C(C=C1)Br)C'],,,CH3C(O)OH,['BrC1=CC=C(C=C1)C=C'],,603,1.0
2039,2717.0,1804.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD8FE025E54F04F77E9825A23B97D0D7?id=1969SMI/LUM2090-2095:16,1.0,8.09,-1,,['C(C)(=O)OC(C1=CC=C(C=C1)Br)C'],,,CH3C(O)OH,['BrC1=CC=C(C=C1)C=C'],,"647
 
K",1.0
2040,2718.0,1805.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5E827760E6463770FF4A1075F91D157B?id=1978AMI/TAY1095:3,1.0,4.37,12,-175435,[None],,,CH3C(O)OH,['CC=1C=C(C=C)C=CC1'],,618,1.0
2041,2720.0,1806.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1971TAY1450-1454:1,1.0,4.47,14,-178761,[None],,,CH3C(O)OH,['CC1=C(C=C)C=CC=C1'],,616,1.0
2042,2722.0,1806.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1965SMI/YAT434-438:23,1.0,1.35,-2,,[None],,,CH3C(O)OH,['CC1=C(C=C)C=CC=C1'],,"642
 
K",1.0
2043,2723.0,1806.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3FF8F0ABD241071A7CA1E5DDC69350CD?id=1962TAY/SMI4817-4824:10,1.0,2.62,12,-176267,[None],,,CH3C(O)OH,['CC1=C(C=C)C=CC=C1'],,587,1.0
2044,2724.0,1807.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E09D58A76C523B21673C63CA060BE00?id=1975AMI/TAY1802-1803:12,1.0,9.1,11,-166289,['[N+](=O)([O-])C1=CC=C(C(=O)OC(C)(C)C)C=C1'],,,['[N+](=O)([O-])C1=CC=C(C(=O)O)C=C1'],['C=C(C)C'],,571,1.0
2049,2730.0,1812.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=61A18D3F6873CACA2CA7A1D2FAEF9124?id=2006MON/ROS106-114:1,1.0,6.17,12,-199700,['N1(CCCCC1)CCC(=O)OCC'],,,C2H4,CO2,['C(C)N1CCCCC1'],642,1.0
2050,2733.0,1814.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3E81DF15042B744D3CCCD8C6030A3BF8?id=2003KAK93-104:7,1.0,5.68,12,-3766,[None],,,['C1=CC1'],,,298,1.0
2057,2742.0,1819.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F4F1031F4A2E4510732AAE3F5CD38A6B?id=1995ALA/ALO53-59:6,1.0,7.94,12,-12887,['CC(C)(C)NC(C1=CC=C(C=C1)OC)=O'],,,['C=C(C)C'],['COC1=CC=C(C(=O)N)C=C1'],,705,1.0
2058,2743.0,1820.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C5B9749607AF403D9778541ABD6C60A?id=1968EGG422-429:1,1.0,3.16,10,-133032,(Z)-CH2=C(CH3)CH=CHCH=C(CH3)2,,,['CC1=CC=CC(C1)(C)C'],,,423,1.0
2060,2754.0,1828.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4D26DE180857BDA5D4535BBB34751C40?id=2015WAN/VIL7205-7221:3,1.0,3.56,11,-152716,[None],,,[None],,,500,1.0
2061,2755.0,1829.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0FA470A48689FF769E4FEC95C53B0EA8?id=2010WAN/CAO87-98:4,1.0,1.31,6,-60668,[None],,,[None],,,250,1.0
2062,2756.0,1830.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA1165BE533AA6C5BDAB9A07A6B3F611?id=2015WAN/VIL7205-7221:28,1.0,4.13,10,-145603,[None],,,[None],,,500,1.0
2084,2786.0,1850.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=263AA93187D90BDE9C0E558ED1B488B8?id=2001KUN/ROT741-754:3,2.0,7.64,-9,-272839,[None],,,[None],[None],,1500,2.0
2085,2787.0,1850.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=263AA93187D90BDE9C0E558ED1B488B8?id=2010GE/GOR2384-2392:170,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2086,2788.0,1851.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=109C468433E9B5B1C7725BCAE1BB901B?id=1992TSA/WAL8378-8384:11,2.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2087,2789.0,1852.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AF5E1BC8C215001B49A8B05EC629D69D?id=1990KEK/SHA848-850:6,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2088,2790.0,1853.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=454DB4DC2B40A72DECE46F0E5BD47EDD?id=1972HUL/HIS2659:3,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2089,2791.0,1854.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2629E32A336F13E9205279723A7160E?id=1990WIB/CAR5854-5861:4,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2090,2792.0,1855.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=2013ZHA/KLI1890-1906:10,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2091,2793.0,1855.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=2013ZHA/KLI1890-1906:15,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2092,2794.0,1855.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7FDB13A30C01866E11145CF3D2B0055E?id=1998LEN/VIS10777-10786:2,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2093,2795.0,1856.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1987MOR/HEI2641:3,1.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2150,2859.0,1867.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5369F2854ED64E5E920B107123043D90?id=1985TRO241:2,1.0,2.97,9,,['CC1=CC=C(C=C1)\\C=C\\C1=CC=C(C=C1)C'],,,['CC1=CC=C(C=C1)\\C=C/C1=CC=C(C=C1)C'],,,"300
 
K",1.0
2151,2868.0,1872.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DE6C5628A88AC34185CE1191D4271B76?id=1971SRI1041:3,1.0,3.16,16,-157144,['CC1C=C1'],,,['C#CCC'],,,471,1.0
2152,2869.0,1873.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=52182BCEF17EE072E5726CAD8AAB34D7?id=1963CHE2710-2723:3,1.0,6.81,-1,2602,['CC=C1CC1'],,,['C(C)=C1CC1'],,,470,1.0
2153,2870.0,1873.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=52182BCEF17EE072E5726CAD8AAB34D7?id=1963CHE2710-2723:2,1.0,7.83,13,-167952,['CC=C1CC1'],,,['C(C)=C1CC1'],,,470,1.0
2154,2871.0,1874.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F027665295BC9A9FADDD1C64E793A1BE?id=1963CHE2710-2723:1,1.0,1.14,14,-170447,['C(C)=C1CC1'],,,['CC=C1CC1'],,,470,1.0
2155,2872.0,1875.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=01DD55D1A316C37AC8067EA8F15EFFD6?id=1988CHU/MAR145:6,1.0,4.17,12,-177930,['C(C)(=O)OC1CCCCCC1'],,,CH3C(O)OH,['C/1=C/CCCCC1'],,563,1.0
2156,2873.0,1876.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2D22B1006E11B09121BF86D6B8201FA?id=1982ALA/BAL1175-1177:3,1.0,3.55,12,-197053,['C(C)OC1=NC(=CC=C1)C'],,,C2H4,['CC1=CC=CC(N1)=O'],,669,1.0
2163,2881.0,1883.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=466154AEF51CD8EE9D373E634BB7058A?id=1988GRE/GRE925:3,1.0,1.3,7,-77574,[None],,,BH3,[None],,398,1.0
2167,2886.0,1888.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5F0DE14EA897404D7B017BC465216758?id=1988GRE/GRE925:2,1.0,6,11,-98942,[None],,,H2,[None],,398,1.0
2170,2891.0,1892.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C6596490270C8B830DA393E4C730016B?id=1989CLA/DAM2031-2033:5,1.0,2.51,13,-222828,['ClC[SiH](C1=CC=CC=C1)C'],,,['C1(=CC=CC=C1)[Si](Cl)(C)C'],,,744,1.0
2172,2893.0,1894.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36F162E6FF1BE5DFC2D22B413A9D7375?id=1990WIB/CAR5854-5861:3,1.0,2.51,9,-169615,[None],,,[None],,,688,1.0
2173,2894.0,1895.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E324A4FD4C61692292EE5ABA67570811?id=1990WIB/CAR5854-5861:2,1.0,1,16,-251929,[None],,,[None],['CC1=C(C=CC=C1)C'],,588,1.0
2180,2904.0,1905.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C9F4EDBCF9A3DA7A276119CED8DF04CA?id=1973SIM/RIC2545:4,1.0,2.41,13,-171278,[None],,,['C1(=CCCC1)C=1C=CC=CC1'],,,493,1.0
2183,2907.0,1908.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4037CF5C377BE0B22E6F73C9C77D9D30?id=1986CHU/MAR431-433:2,1.0,6.76,12,-221996,CH3OCH2CH2CH2CH2Cl,,,CH3Cl,['O1CCCC1'],,410,1.0
2275,3044.0,1955.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FD0D2F3299B3DC325619D6E45F0250B4?id=1992BAU/COB411-429:228,2.0,Url Fetch Error,Url Fetch Error,Url Fetch Error,[None],[None],[None],[None],[None],[None],Url Fetch Error,
2324,3116.0,1981.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA146A50D8B42CC7F36F2ABA9259E7F1?id=1988REN/ORC22:2,1.0,2.88,12,-105594,['C/1=C\\CC\\C=C\\CC1'],,,[None],,,312,1.0
2331,3124.0,1984.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7A7D65F8E6C8C558DC7C68FBF2A793AE?id=1959DEP/KIN123-129:4,1.0,6,-2,,['C(C)(=O)OC1C(CCCC1)=O'],,,CH3C(O)OH,['C1(C=CCCC1)=O'],,673,1.0
2336,3130.0,1990.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=64EA5E02EB59D486EC75A642AE23655B?id=1995ALA/ALO53-59:4,1.0,3.98,10,-151323,['CC(C)(C)NC(OC1=CC=CC=C1)=O'],,,['C=C(C)C'],['C1(=CC=CC=C1)OC(N)=O'],,593,1.0
2337,3131.0,1990.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=64EA5E02EB59D486EC75A642AE23655B?id=1995ALA/ALO53-59:5,1.0,2.4,1,,['CC(C)(C)NC(OC1=CC=CC=C1)=O'],,,['C=C(C)C'],['C1(=CC=CC=C1)OC(N)=O'],,"600
 
K",1.0
2380,3177.0,1997.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DAA385A4C65128EE4FA341B432C7615?id=2003ZHU/LIN2075-2082:9,2.0,2.25,15,-245834,OClO,,,O2,[None],,200,2.0
2381,3178.0,1997.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5DAA385A4C65128EE4FA341B432C7615?id=2003ZHU/LIN2075-2082:10,2.0,2.7,-20,-138419,OClO,,,O2,[None],,200,2.0
2388,3185.0,2000.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DC5013BA3DA8A39C52A5FB9AC5F54185?id=2009DAS/BOZ6979-6986:18,1.0,3.55,14,-164348,C6H5OCH2(.),,,CH2O,[None],,298,1.0
2389,3186.0,2001.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=36D93BD57CAD0A7C3DC25920789763AB?id=2009DAS/BOZ6979-6986:15,1.0,1.09,12,-79622,C6H5OCH2(.),,,[None],,,298,1.0
2392,3189.0,2004.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=029579E490EA9DB53032F946CE04E9E3?id=1970DAL/ZIO541:1,1.0,2.34,13,-231974,(i-C3H7)O(t-C4H9),,,2-C3H7OH,['C=C(C)C'],,683,1.0
2397,3194.0,2009.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E47ECCA99F2C90C10AC0DD4390D17490?id=1986ALA/TAY1255:2,1.0,1.35,13,-195390,['ClC=1N=NC(=CC1)OCC'],,,C2H4,['ClC=1C=CC(NN1)=O'],,614,1.0
2413,3217.0,2024.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2EF57693FD1F3EBD607F731A7AA205A4?id=1969SRI133:3,1.0,1.71,12,-173772,['CC12CCC2(C1)C'],,,['CC1=CC(CC1)C'],,,556,1.0
2414,3218.0,2025.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C23C6EB9AFA5C2AE93D4240300430A20?id=1969SRI133:2,1.0,1.66,17,-240288,['CC12CCC2(C1)C'],,,['CC(=C)CC(=C)C'],,,556,1.0
2419,3225.0,2030.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A73E6118678DE92912F05B5C3098238E?id=1964ELL/FRE959-960:1,1.0,1.29,14,-206199,['C(=C)C1(CC1)C'],,,['CC1=CCCC1'],,,586,1.0
2434,3246.0,2040.0,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82CDEF7FA0A20F437BE1CEC96EA7E2D3?id=1990LAM/YOK53-72:3,2.0,5,-1,-7109,(CH3)3CS(.),(CH3)3CS(.),,[None],['C=C(C)C'],,298,2.0
